,fit_index,sig_offset,dNu1 (GHz),dNu2 (GHz),A_U (GHz),B_U (GHz),A_L (GHz),B_L (GHz),T (eV),b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,RMSE
0,13.0,0.0094975966786918,1.6420634263260492,0.7602418582885138,0.19984293965589084,1.0110371206202282,-0.04306346992130916,2.1606104018451284,0.06467375804922385,0.9403454835991542,0.8805366047396685,0.4101661079594988,0.2258041641933348,5.599513208728285e-39,3.572621918318374e-27,0.5366727629572831,6.026790450902728e-11,0.10821125893796947,5.477425735634103e-36,4.9413489139599925e-33,0.3573798819358008,3.095798148967522e-41,0.3851218764664523,0.06257135135133883,0.00928986738593622
1,14.0,0.009735055573803516,1.183238410208196,0.2398814647301241,0.522104228689468,-1.3193689977769376,0.26790028420958034,-1.1052071463088933,0.0466013005602493,0.29289227916987354,0.3926418356618035,0.32135255647871164,0.4678656937729582,0.2617148190714772,2.924925926232601e-24,0.4306325439262499,0.8286861720326697,0.6040494792856176,0.053446629352531735,0.43152136371090777,0.1560206933840707,0.35368348492427365,1.3848712006500001e-24,0.005251999060791992,0.007474446762606583
2,15.0,0.012212882472684984,1.6190828879441022,0.3456193471508191,0.309784093796897,-0.3166120696782883,0.07406307842722021,-0.46194394463659294,0.037986397204452786,0.7470714972240617,0.166477792373873,0.12122302085003335,0.27181195140003395,0.19856725755246132,0.08874626883325185,0.5793926998107315,0.7609033873482052,0.4616888791711806,0.2727084608263596,0.22422761370808533,0.3724073697313632,0.26790003573434085,0.4212382311903699,0.10796171724636636,0.00618120668532746
3,16.0,0.011232645588996936,1.7489693823990808,0.22610497,0.3910496305491086,-0.3163080738133179,0.13080548077652465,-0.812915917997373,0.0551017489062923,4.662189753826601e-15,0.18767229821972395,1.847886141529328e-27,0.1865898412530347,0.2300223066993609,1.823478965667558e-22,0.3886076879165425,0.5956828393148361,0.5914107530508127,0.10676879971603688,0.2967684332405369,0.4020424397532281,0.296678599939661,0.9315627939625872,6.318173392185639e-41,0.0076820914644908705
4,39.0,0.013519090442217744,2.126494969999639,0.7542526518412616,0.18181172267458748,-0.14224949072692064,-0.08511540852037494,0.2107386503271488,0.03670588744346711,0.19796243797065746,0.7923901231150695,0.4272993807424376,0.3465054787928665,9.77573656127898e-35,4.816532845409476e-29,0.5286802170817095,0.4367275888169305,0.20202507190000507,0.8624323717499955,3.14361777214542e-31,0.2959274129385259,0.037373213720702035,0.5598259149343547,0.4454256849509138,0.007120123174430325
5,78.0,0.012080744022769685,1.6579827393663766,0.5482520100993535,0.31055948400211936,-0.6938590650340821,0.05799122081435065,-0.32865433501003244,0.047610645993804934,0.8990305180719664,0.4311869088097834,0.27077712279407723,0.4555144915223677,1.743454230264476e-27,2.884836867660299e-34,0.40946526154763707,0.5366732325893007,2.918486146005997e-10,2.5916628333439288e-18,0.23924927047502215,0.3632902795183805,0.5610683387792993,0.21949831168380246,0.13759079229241108,0.007232961558479202
6,86.0,0.00973506221618013,1.1832383099757842,0.23988146267788102,0.5221042078214629,-1.3193689512387357,0.2679002768206457,-1.1052070293238128,0.04660129909381081,0.2928923004760345,0.3926418036679507,0.3213525495684683,0.4678656701255594,0.2617148955932415,1.514958909743279e-22,0.430632715315063,0.8286861593718498,0.6040494592406701,0.053446625931485164,0.4315213568313486,0.1560207614641492,0.3536832600774632,1.4099971276441747e-28,0.00525198601099174,0.007474446762536756
7,97.0,0.013519090063229421,2.126494969999654,0.7542526394468394,0.1818117203990367,-0.1422494467180744,-0.08511540937580153,0.2107386602864757,0.03670588222867052,0.19796246122630934,0.7923901531447666,0.4272993984157321,0.34650551354081977,3.196282001385549e-20,8.08174176851335e-18,0.5286802719463446,0.4367276485525191,0.2020250558349268,0.8624324006442644,1.7089628356085182e-19,0.29592740307024945,0.03737325545193623,0.5598259412233523,0.4454257637575947,0.007120123174429322
8,109.0,0.012080880249934143,1.6579826088558318,0.5482510086146993,0.3105589055825316,-0.6938550598233207,0.05799088212706306,-0.3286536128532195,0.047610201806346265,0.8990300306353499,0.4311896210481347,0.27078257761269464,0.4555148142507091,2.500980354020825e-23,1.2457734492996454e-30,0.4094588773070754,0.5366670319939426,6.666131779928839e-11,2.38777080447169e-16,0.23925178257715554,0.3632971721916943,0.5610682273587565,0.2195101405275621,0.13759376999812692,0.007232961557759959
9,111.0,0.01221285151667375,1.6190867342024682,0.3456204408250094,0.3097844933956575,-0.3166291345340732,0.07406307575587692,-0.4619642997092981,0.03798693880919842,0.7470691792706085,0.16645649650421868,0.12117432258124998,0.2718147448747396,0.19857152823605506,0.0887396661392827,0.5793935651333927,0.7609065953417047,0.4616899336178773,0.2726960547013987,0.2242212937864033,0.3724151939484488,0.2679422039889275,0.4212345445690819,0.10796517471474154,0.006181206689979232
