,fit_index,sig_offset,dNu1 (GHz),dNu2 (GHz),A_U (GHz),B_U (GHz),A_L (GHz),B_L (GHz),T (eV),b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,RMSE
0,5.0,0.012223815387576628,1.6116151131902392,0.3329797795450246,0.30938857314492996,-0.28493883312367263,0.07515117461092038,-0.4557890759735415,0.03590994918918281,0.7395358225466274,0.17051949593146126,0.27052455946032805,0.3834606611452536,0.15422018689358913,0.5918132974040315,0.7733724029844236,0.4526083894806227,0.3092653820917913,2.615745013488426e-14,0.023950821339563718,0.10828864343089982,0.4497426586593916,0.3810353244078758,0.39814710332062586,0.005939608039830764
1,66.0,0.012223822070610013,1.6116149691743953,0.3329802776865421,0.30938856282427,-0.28494181579132993,0.07515115391201568,-0.4557909642414397,0.0359099154262819,0.7395342414372243,0.17051862022285846,0.27052507728999964,0.3834616662480571,0.15421954690191242,0.5918138111253295,0.7733728907495228,0.4526092823872981,0.30926626522497264,7.587923261380641e-15,0.02395045963343954,0.10828938980443067,0.4497427360500919,0.3810358895140973,0.3981472309144125,0.005939608039419944
2,166.0,0.012223826015624866,1.6116148819014948,0.33298041439741866,0.3093885525103136,-0.28494254955211873,0.07515114606152162,-0.4557913443095525,0.03590989916353656,0.739533792468417,0.17051861908491273,0.2705252823919386,0.3834619723557677,0.15421942177424794,0.5918140212478231,0.7733729894712645,0.4526094576191442,0.30926666061126085,3.924297366199077e-16,0.02395032789116793,0.10828959199356343,0.4497428232064351,0.38103591754785815,0.3981473560012687,0.005939608039311552
3,207.0,0.012223837135768904,1.6116146481574771,0.33298037757370913,0.3093885147603097,-0.28494209945863425,0.07515113731389828,-0.4557907418351849,0.03590986522019076,0.7395336924384089,0.1705196127188565,0.2705255562497436,0.3834620764237708,0.15421973622996296,0.5918143182729421,0.7733728545257841,0.452609217735857,0.3092674143619709,8.815408574776096e-17,0.0239501740828025,0.10828959128193286,0.4497431775947417,0.38103541500760735,0.3981477084746929,0.005939608039143736
4,329.0,0.012223833219253164,1.6116147346105667,0.3329800165094205,0.30938851943820356,-0.28493994318857696,0.07515115168718711,-0.4557893659722287,0.03590988684774669,0.7395348074378979,0.1705202848151892,0.270525203251453,0.3834613641419411,0.15422022111157158,0.5918139694796514,0.7733725030455483,0.4526085786704573,0.3092668389228333,2.5817021209534386e-16,0.02395042106910644,0.10828906209079914,0.4497431515541346,0.38103499196002055,0.3981476322790005,0.005939608039354593
5,333.0,0.012223839646591196,1.611614598284994,0.3329800859615652,0.30938849970663884,-0.2849402460014316,0.07515114391275846,-0.4557894044525792,0.03590986490254528,0.7395344861862585,0.17052060895096535,0.2705254247375348,0.3834615879095224,0.1542202588562768,0.5918142001833983,0.7733725225617918,0.4526086168573945,0.3092673506060065,1.0026021858010218e-17,0.023950284102222903,0.10828919033224133,0.4497433318558817,0.3810348481420157,0.3981478234010721,0.005939608039278472
6,402.0,0.012223835493845972,1.6116146807476681,0.33298049600213764,0.30938852285422647,-0.28494285535716285,0.07515113513786273,-0.4557912982355549,0.03590986720880211,0.7395333867913672,0.17051917354665871,0.2705255938736436,0.3834622651002146,0.15421951001631745,0.5918143501834182,0.7733729911851597,0.452609462981097,0.3092673975350152,3.9086988351931676e-18,0.02395013957311396,0.10828974845668994,0.449743095689558,0.38103566059830507,0.3981476477297627,0.005939608039145063
7,406.0,0.012223818656921615,1.6116150381278942,0.3329799757502057,0.30938856640383505,-0.2849399315183588,0.07515116555255294,-0.4557897140169979,0.0359099332045798,0.7395352240348236,0.17051930859640332,0.2705247897772421,0.3834610647584401,0.15421995274821745,0.5918135317725656,0.7733725651268081,0.4526086758315762,0.3092657825014161,5.6709382924502265e-14,0.023950669687861092,0.10828892154064472,0.4497427106149285,0.3810354567388717,0.3981472105079848,0.005939608039604692
8,408.0,0.012223826190974157,1.61161489659559,0.3329792931460269,0.3093885268468015,-0.28493568651963885,0.07515118022866957,-0.4557866766447346,0.035909928564203226,0.7395369800153417,0.17052156299157106,0.270524508380141,0.38345995095802105,0.1542212077368611,0.5918132766632441,0.7733718225302886,0.4526073555034648,0.30926573464611995,8.00109569216918e-15,0.023950899978981626,0.10828802840413317,0.4497431207762336,0.3810341925350766,0.3981474580595786,0.0059396080403165226
9,486.0,0.012223838410005766,1.6116146205434971,0.33298041346397234,0.30938851130156375,-0.28494228815500483,0.07515113505047408,-0.4557908333010422,0.03590986026279976,0.7395335701222471,0.170519629363513,0.27052561538214714,0.3834621603456279,0.15421970817301855,0.5918143796526408,0.7733728786657811,0.4526092606330866,0.3092675337762452,3.938337154377678e-18,0.02395013678159082,0.10828964556307298,0.449743207241848,0.3810354140056623,0.3981477480164651,0.005939608039125874
