,fit_index,sig_offset,dNu1 (GHz),dNu2 (GHz),A_U (GHz),B_U (GHz),A_L (GHz),B_L (GHz),T (eV),b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,RMSE
0,29.0,0.009414952037440805,1.6425960631935248,0.7627040839973039,0.19170819791115823,0.9034940037206528,-0.04848472410187499,2.023744652356299,0.06513286864391994,0.9398223170407592,0.8415836746482817,0.3618701103086279,0.20498974042776225,1.2961410593071157e-38,5.188824756043515e-34,0.5458396334760172,0.04772051490608302,0.1250688403639566,0.06037338267614845,1.7247640047636123e-35,0.3555475461312857,7.237753707543245e-38,0.4110214370256934,4.535297103815554e-21,0.0093751348396452
1,36.0,0.012347302204355657,2.1264949699999995,0.5562966948456959,0.2958713153698689,-1.0048872797451849,0.014320330106802559,-1.2075409029212154,0.05709991821839056,0.11779869643038984,0.3882579072900759,0.2297335857986502,0.28417854241057544,8.93029336130231e-39,3.2864152172194385e-39,0.24299544085282845,1.5200300347912437e-06,0.32833362810619976,0.9146946811434472,0.07415132880928976,0.5985894457352269,0.3217960732050379,0.6270102323796758,4.722416217087807e-05,0.00909294378062422
2,46.0,0.009735047018104891,1.1832395395853288,0.2398815569313911,0.5221043920369737,-1.3193701342763071,0.26790031470709236,-1.105209119792106,0.04660131015208258,0.2928915170611258,0.3926422380257951,0.32135261065101645,0.4678660176174538,0.26171390740637457,1.509938694959983e-24,0.43062956269802266,0.828686076179177,0.6040496871311567,0.053446420342892265,0.43152143659011377,0.1560205279514417,0.3536872092704413,7.339643088648769e-32,0.005251965812647952,0.007474446763882855
3,48.0,0.012204352598190802,1.6594268402485797,0.2572877957272547,0.32425803455743696,0.24342386600516186,0.08537671382676033,-0.08161101133646123,0.047096874390443334,0.9004028766872039,0.2643079114859198,2.539889604070903e-16,0.16923491080798472,1.78881226581506e-16,0.2284277577986617,0.4631694757674572,0.7362476847591479,0.2267983973991882,0.13858747020525194,0.2985139555753738,0.33114638512987515,0.4510113124654945,0.3386573891340349,5.1435329523373524e-14,0.006804040461500578
4,81.0,0.009735098527506151,1.1832345055203397,0.239881266702494,0.5221035791145168,-1.3193658906061632,0.26790011389507956,-1.1052010950552005,0.04660125246373226,0.2928944276050684,0.3926406773913279,0.3213524792474142,0.4678647087368351,0.26171798319082723,9.566122729926175e-28,0.4306413267630636,0.8286863445134394,0.6040487787375859,0.053447254642722666,0.4315211380682461,0.15602187995638822,0.3536723014812025,1.794141846775071e-26,0.005252117910134015,0.007474446762764167
5,112.0,0.013519088557148165,2.126494969999482,0.7542526358420729,0.181811711615873,-0.14224939976242645,-0.08511541548935297,0.21073868828995224,0.036705900932341065,0.19796237030933225,0.7923900335439263,0.4272991703723023,0.3465054481812486,1.4440074040758925e-31,2.3016517930033446e-27,0.5286802886102985,0.4367275344650989,0.20202505092713566,0.8624323710787521,3.8291374366526297e-31,0.2959272017408263,0.03737318802073019,0.5598258345026177,0.4454254871789698,0.007120123174476081
6,126.0,0.012347266287754998,2.1264949699999995,0.5562989001496506,0.29587137750338166,-1.004891037850744,0.014320222148798523,-1.2075384787012278,0.05709997495258515,0.11779845681601235,0.3882627582730474,0.22973607768479576,0.2841798899611678,3.6922807195803897e-32,5.393550794890593e-40,0.24299265000436246,4.522641103349608e-08,0.3283308173274515,0.9147416266939472,0.07414974434943843,0.5985903839440025,0.3217978788793629,0.6270062799096083,2.9709842984713804e-08,0.009092941904210323
7,127.0,0.012212871479430676,1.6190817105190394,0.3456183625647757,0.3097839770104791,-0.3166024373404913,0.07406311192281073,-0.4619344460147048,0.03798626671357155,0.7470740320710204,0.16648633071272648,0.12123125306504462,0.2718103913792611,0.19856492047805374,0.08874943093480149,0.5793920737661807,0.760901660154452,0.46168663297163504,0.2727118115805298,0.2242299181887122,0.3724036940042541,0.2678941435669786,0.421239210866649,0.10795951743339924,0.0061812066854452395
8,158.0,0.012347261164024112,2.126494969973464,0.5563005882118013,0.2958714047977772,-1.0048942716416127,0.014320127005440553,-1.20753708781977,0.05710002134200717,0.1177981464222194,0.3882419593132504,0.2297432448957891,0.28418008661440736,5.4814997833431125e-21,1.8589321820102434e-31,0.24298788371721675,2.351689545877748e-05,0.3283306419905732,0.9147396833690776,0.07414869822738998,0.598591979810926,0.32179458506745506,0.6270026998379694,1.8887770185042939e-06,0.009092943388485243
9,195.0,0.01058280381007997,1.6350042361262431,0.34427870167370944,0.33599899524034166,-0.623989583316505,0.092881342656289,-0.7992903768627936,0.05399248397686741,0.7142353388853488,0.330881423988601,5.635438947779829e-12,0.25068132548209177,0.22830006104612016,6.961554652853722e-33,0.5377187496017433,0.7921384724875515,0.58382782665675,0.17895782918371686,0.1995109699822208,1.3213076857042432e-17,0.2321235739497852,0.14804537656615466,0.06754831576699928,0.00794600481934547
10,202.0,0.010267464452473318,1.9230137478005425,0.7930792640920747,0.37987945106759324,-1.637997123327893,0.07298711436132238,-0.8531531569551628,0.06188676703825041,1.4206057173651263e-14,0.805273475489212,0.2890036565541791,0.3269829126159119,1.2873314021482744e-25,0.0038867390596930905,0.6123766596672672,6.528807767794477e-18,0.3780207076636743,0.03738951143537839,1.2038555389008018e-16,0.16179644306636218,0.3943273250660366,0.9226866622667728,0.05528545484744071,0.009675189757732192
11,214.0,0.012212853099828828,1.6190865278962148,0.3456201093984129,0.30978445560535006,-0.3166272670890996,0.07406308082246696,-0.4619629434121372,0.03798692171508285,0.7470695416254749,0.16645731611111048,0.12117536735090985,0.2718141895014337,0.19857102849089714,0.08874044729782057,0.5793933489950736,0.7609063533414511,0.4616897188326503,0.2726965875677556,0.2242218322691769,0.3724149132725272,0.26794122854761043,0.42123487970268303,0.10796486300012054,0.006181206689149983
12,216.0,0.009735059548746679,1.183239993888489,0.2398816155301048,0.522104446618769,-1.3193707479605792,0.26790031826304866,-1.105210055473416,0.04660130952126381,0.2928911841949799,0.3926424216252861,0.32135265158109816,0.4678661756802667,0.26171352771598144,3.7208811614976717e-23,0.4306284085035063,0.8286860022248089,0.6040497834873059,0.05344628975928139,0.43152147372039257,0.15602056095937564,0.35368867453607195,1.024097137823304e-30,0.0052519051231488,0.007474446764683175
13,218.0,0.012080833342527051,1.657982833894002,0.5482517151939468,0.3105591289369837,-0.6938574966155819,0.05799097982270782,-0.3286541569903913,0.04761025725146272,0.8990300105634966,0.4311904474294773,0.2707817658318816,0.4555153625667826,2.683510113852491e-38,7.364273758297273e-38,0.4094609583878794,0.5366675235206784,4.329422788442628e-09,2.2406713994386568e-15,0.2392508550233393,0.3632952945034936,0.561068666711952,0.219507918118052,0.13759315010380954,0.007232961557459416
14,246.0,0.010267860062665569,1.9230138262042151,0.7930795448981764,0.37987832023790274,-1.6380193519884905,0.07298640014445862,-0.8531810554466147,0.061886393947821965,2.81787563819371e-07,0.8052709678846314,0.2889989347871325,0.3269835203650959,5.017803466714712e-23,0.0038862558079053866,0.6123804733246879,2.454195839696305e-10,0.3780325632187272,0.03739629450235183,2.923463033981285e-19,0.16179757286446486,0.3943229782710382,0.9226807691522844,0.05528676846078552,0.00967518977401444
15,282.0,0.009497606785939671,1.6420634247749275,0.7602418155839576,0.1998429133596873,1.0110373119900014,-0.04306348590095144,2.160610449718963,0.06467376694354197,0.940345439205265,0.8805366052153205,0.41016594012399454,0.22580406532876546,1.2966695358613493e-38,2.2462970495967785e-27,0.5366727681701562,4.492286636208131e-10,0.1082110783495806,5.367490717631723e-36,5.167844732544684e-37,0.3573799925710248,3.613617186705116e-39,0.3851219211895718,0.06257131209492336,0.009289867386054154
16,290.0,0.009735056354791329,1.1832391825373332,0.23988156911706626,0.522104300317917,-1.3193701300638685,0.26790027546172707,-1.1052088691447732,0.04660130960809486,0.2928913642092502,0.3926421297608312,0.3213525738829223,0.4678659376862465,0.26171417940420816,1.1109198141166204e-28,0.4306296873450055,0.8286860446767449,0.6040495961538429,0.05344642038682336,0.4315214032817163,0.15602083047048246,0.3536869498296423,7.008535578147734e-28,0.005251976197742897,0.007474446763539822
17,292.0,0.012645257588979074,2.1264949699999995,0.3390301126361965,0.349780893213933,-1.6017869246228778,0.07174323070999034,-2.484069236604493,0.05903881996921082,0.1085671740899858,0.30580751938299394,2.721758850599352e-32,0.30857042848164695,0.0094926241295009,1.4175445067437438e-21,0.6519836007249393,0.004701839451454597,0.5759283205841743,1.5068865547203748e-26,0.3816776977621958,0.7936992306612963,2.6995618742878545e-29,5.863529344965837e-25,0.9157006635110152,0.009064033382041738
18,299.0,0.011232645538226673,1.7489693881501642,0.22610497,0.39104963086082334,-0.31630807833819063,0.13080548059680724,-0.8129159289864364,0.05510174899290074,3.271147413260521e-16,0.18767230219367315,1.457851737707595e-17,0.18658984672346815,0.2300223026169808,1.4847272498174115e-21,0.3886076842867056,0.5956828404007908,0.591410754180634,0.10676879978707003,0.2967684295278528,0.40204243520886207,0.2966786014290555,0.9315627939484484,5.5702282651399595e-42,0.007682091464490824
19,342.0,0.012204259097586594,1.6594274122338597,0.257287690848018,0.3242585273925034,0.24342543027851746,0.08537701850723088,-0.08160913717105464,0.047097138192664034,0.9004026821241241,0.2643060925138787,2.1634178869233608e-14,0.16923239489391506,1.7197107749747379e-16,0.2284260404139281,0.4631688898665934,0.7362506638710129,0.2267992380825319,0.13858518528148095,0.2985153305735112,0.3311458888778833,0.45101004589848104,0.33865143532088404,5.328094246127431e-14,0.0068040404540852225
20,363.0,0.012347238701249073,2.1264949699999995,0.5563077960661388,0.2958719132336156,-1.004912045552674,0.01432001488751139,-1.2075351240446537,0.05709975600664576,0.11779932975992047,0.3882817357827149,0.2297451831176351,0.2841840824019224,4.0721179053257776e-39,2.7028483604581056e-39,0.24299080848120516,1.1469514601876692e-13,0.32832769748768875,0.9147413212603012,0.07414411924689747,0.5985907465216734,0.32180101091356395,0.6269887779924451,3.065722122601788e-08,0.00909294190189078
