,sig_offset,dNu1 (GHz),dNu2 (GHz),B_U (GHz),B_L (GHz),T (eV),b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15
5244,0.001650137279712039,0.011316083350842323,0.018996750510319283,0.11721254360786704,0.10788125705486097,0.002112375835880059,0.022643236031354014,0.04846398358885894,0.023329834387904445,0.08494585847550377,0.07525446257739855,0.04820169841362542,0.004350652423183356,1075635.5902480416,0.005939908054777779,5.454598979613402e-05,0.007455291632801378,1080.7633491496415,0.004977527689055403,0.0,0.0
5245,0.003497538286582893,0.022146981288309157,1.5022721829206953,10.612225955534681,11.390887677772806,0.005756137767269897,0.027578130221203454,22.959502694196683,19.128788338733205,16.891002502461205,20.624317032987612,3.7157054807319887,0.022173096820794987,0.3306547034814578,0.018688379530866942,9.510674802763424,8.398536261981178,0.634791965390656,0.03067929283935002,180682444.29294395,0.0
5246,0.0011867852765274332,0.0014458889376334455,0.003500170434407629,0.06613052411872464,0.07213951169618214,0.0005100803739884671,0.0030927768907077625,0.0036327177282951925,0.009694424639336986,0.005303612670746499,0.31136645426980447,0.006971614540166587,0.06086667853230297,0.011287887448633288,0.6954169273501388,0.30569888435100134,0.647821820445184,2207801.7695764014,15751.06958342557,195618.94936407884,0.15819567916906624
5247,0.001018678172305835,0.0012141239761161496,0.0026759585191314444,0.1304037833842364,0.1669532822765494,0.00042111629510718123,0.0026178574412017205,0.0031450183019724664,0.008854951469442356,0.008476217219719312,0.038500630994008564,0.01658289555032669,0.011892425857525313,0.022413935429009043,0.06480801317404364,0.3184332320827814,0.0438993325382379,0.4063874891530142,0.02366543593205378,641477.7674192336,0.0
5248,0.003318495405752591,0.14539259654643583,0.2116077024421173,0.7733098817013947,0.412313001288151,0.006000856966303492,0.2344243164851787,0.30455176876556006,1.392464981249826,0.6730222543236501,0.025002271081653708,0.029635822960329565,0.07426419432678892,0.009907652953763413,1.5201046876722528,0.010080282596234507,0.701792264409137,0.05597311758826069,0.171987761816355,0.0092417149983645,96314.27130276017
5249,0.0008294450020527817,0.0010098539637749667,0.0024199884494819517,10.487171650478134,14.212460644792879,0.00037748475800380255,0.0020809536813919784,0.002517055232751083,0.02052499799310777,1.5441232936939855,385.5695860246027,42.60290072378791,342.269300398999,275.99952476079466,42.1095476865696,214.56158649941858,22.093861217209902,2.0366396391377823,3.9859646197909697,0.08706794442986973,0.003968921863632739
5250,0.0007519680925825573,0.013471469286659378,0.4369143629899719,0.9825353524056498,1.7353770979544845,0.0022220927440827283,0.028108613882833255,97.76594080763662,2.0121439475625262,1.087343566731884,0.6841790078251899,0.09433098887596209,1.5769279759561732,10.288290412261935,1.288363828766336,2.1103518753250063,0.3631507353941498,1.0721545955817289,0.6811935128493704,100.4904370779293,4.312535299333637
5251,0.008721349821194697,1.8222368904198465,1.8102824622495506,12.569923221575669,14.964148162551854,0.07988567308348926,19.253945290327184,17.995491133435596,1.4767147407811476,0.1857732973550292,0.9417257057687347,0.364873078092981,0.04880575106266535,2.8057984047147224,0.30082811540993504,2.5333181050598266e-11,0.16908366777174272,421.9446610123177,0.05081765929717695,0.0,0.0
5252,0.016798717780618814,0.010559504783260917,0.023695575739814564,0.21680335690964864,0.2094349773477544,0.0027038787521331186,0.019825369955728603,0.023757779032425735,0.015439898447857243,0.021894786975448357,0.24042540499317144,0.22902995202697685,0.018718701087606024,0.1900042253172719,0.02084185808170618,0.10555607876602854,0.015793102940060342,16697.379326279322,0.25834540412990353,0.0,0.0
5253,0.0010186778509289256,0.0012141224814392892,0.002675914471361834,0.13038964604409853,0.16693561911496696,0.00042111505750253036,0.002617857931631406,0.0031449576688915666,0.008854870602913557,0.00847604948281136,0.03849774719282358,0.016582345088290238,0.011888034620455207,0.022395729703520665,0.06479853857667416,0.3180350139036084,0.04389282395279742,0.4059066986739331,0.023649438845697836,641209.9354400076,0.0
5254,0.0009683387873621467,0.0015954398376607714,0.008151830151403505,0.05938334969522513,0.06180351679022536,0.0005996084135142875,0.0024541933800024465,0.015774249260068617,0.10981645978757686,0.8467600393893625,2.4937762813074156,1.7428474502106792,0.0039856029769459985,0.2855624201346865,0.003851031385414703,1.6395990025810385e-15,0.007089910179714271,0.7985241836296515,0.004673500600934623,0.0,0.0
5255,0.008355634895160112,2.3536397014165256,1.3156540306933207,10.51270063205506,13.054129586002032,0.0077245906586989035,42.28097069649968,15.642492171923855,16.222381552169466,0.6296779663532283,60.67508782840493,19.480612796631952,3.558821153707299,19656835.526569806,0.017227792865142234,36488662.22095734,0.018278680630414004,0.0,9473.115496555902,0.0,0.0
5256,0.0010186777021987555,0.0012141243267518654,0.00267595148364616,0.13040160439172813,0.16695042524767684,0.00042111603406461015,0.002617857899041689,0.003145008493714573,0.008854945084813656,0.008476171386818715,0.03850006010982917,0.016582743851335246,0.011893072104085209,0.022431119263979532,0.0648068826104407,0.3201494668997985,0.043898579701756736,0.4086142446135276,0.02367589324857347,643835.7526269178,0.0
5257,0.005061523934987669,0.007191364278498219,0.019125439564774846,0.08636740532323194,0.10436903059675703,0.0017844719066989782,0.010916945642558646,0.028211652620930196,0.008526861352411309,0.20113338178708967,6.21480735368096,51931.45958724872,0.0081459717241254,1.299227449165958e-07,0.010597042340533873,6.17442784658583e-09,0.19575524809675698,4.642344899680823,0.01828710591257382,0.0,0.0
5258,0.0008373120702145125,0.001013260930136144,0.0023652499204502627,5.291128976802999,7.182527642445613,0.0003765582857379922,0.002104757360231696,0.0025030847114740707,0.018284146893577883,0.5737752504819135,79.51469226912424,43624.71100324459,1298.5946809117695,10755.766803881981,3408.059095020193,8.396881840139027,52088.61526847615,4.905219484050774,106.79824180901909,0.004258148299316015,0.14444646294502733
5259,0.003497939086539595,0.022160771904347707,1.5020477958351983,10.610215358805876,11.388329438419552,0.0057617537203731055,0.027585036372479374,22.932611480064182,19.127436706631713,16.872858718637637,20.601455973050975,3.7111277090463113,0.022243996005329603,0.3384521051057557,0.018767612289748166,9.798347324344071,8.407007230248993,0.6497621983752299,0.030715873000436288,253560970.80819875,0.0
